Gene Symbol,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 1(s.e.m),Layer 2(s.e.m),Layer 3(s.e.m),Layer 4(s.e.m),Layer 5(s.e.m),Layer 6(s.e.m),Layer 7(s.e.m),Layer 8(s.e.m),Layer 9(s.e.m),p-values,q-values
Atg7,1.05143E-05,1.2882E-05,1.3081E-05,1.17357E-05,1.29759E-05,1.25139E-05,1.04719E-05,9.49954E-06,9.07434E-06,3.00355E-06,2.14062E-06,1.84994E-06,1.37588E-06,2.53692E-06,2.43237E-06,2.0063E-06,2.16015E-06,2.14039E-06,0.17874073,0.22583073
Atg9;Atg9a,4.91927E-05,5.09523E-05,5.5698E-05,5.00266E-05,4.77166E-05,4.67498E-05,0.000046132,4.802E-05,4.83263E-05,9.04809E-06,4.55935E-06,4.81418E-06,3.81745E-06,3.74378E-06,3.99562E-06,3.48359E-06,4.50514E-06,5.14463E-06,0.18455609,0.22965526
Atg9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Athl1,2.19079E-05,1.82958E-05,1.91593E-05,1.98051E-05,2.11094E-05,2.20974E-05,2.24996E-05,2.11918E-05,1.92382E-05,6.83767E-06,2.71968E-06,2.37196E-06,2.04668E-06,2.35458E-06,3.65928E-06,3.12418E-06,3.86601E-06,3.59945E-06,0.20215056,0.2409514
Atic,9.66946E-06,9.46451E-06,1.05279E-05,1.20382E-05,1.24225E-05,8.29114E-06,7.80874E-06,9.2628E-06,9.36541E-06,4.5685E-06,1.71889E-06,1.84667E-06,1.83326E-06,1.82792E-06,1.48286E-06,1.36622E-06,1.95124E-06,2.04526E-06,0.47166732,0.37038225
Atl1,1.95367E-07,8.36853E-07,5.71165E-07,3.87552E-07,4.78495E-07,7.67054E-08,1.5273E-07,9.96608E-08,9.49324E-08,1.97612E-07,6.41416E-07,3.1182E-07,1.72721E-07,2.79631E-07,4.55106E-08,1.49036E-07,9.78007E-08,9.33809E-08,0.93020176,0.45700709
Atl2,1.76148E-05,2.36471E-05,2.64129E-05,3.11381E-05,3.01046E-05,2.81662E-05,3.36359E-05,3.43379E-05,3.71344E-05,5.74195E-06,3.54219E-06,2.76083E-06,3.31477E-06,3.22442E-06,3.57606E-06,4.36938E-06,4.19002E-06,5.97454E-06,0.00141932,0.007491031
Atl3,1.03827E-05,1.6807E-05,1.10789E-05,1.05602E-05,9.97805E-06,7.4536E-06,7.38465E-06,5.91489E-06,6.32078E-06,3.50297E-06,6.7334E-06,2.75272E-06,2.25885E-06,2.28038E-06,1.55877E-06,1.61829E-06,1.20574E-06,1.26433E-06,0.33686961,0.31746169
Atm,1.48792E-06,4.50841E-06,4.98213E-06,3.10336E-06,2.66263E-06,2.70081E-06,2.49035E-06,2.4637E-06,3.14054E-06,8.81661E-07,1.48357E-06,1.51146E-06,6.51746E-07,6.35271E-07,9.29819E-07,7.3809E-07,8.83694E-07,1.42187E-06,0.3787087,0.33533388
Atmin,2.16458E-05,1.31905E-05,1.28541E-05,1.56828E-05,1.38208E-05,1.59871E-05,1.13811E-05,1.22185E-05,1.21249E-05,7.58719E-06,2.45842E-06,1.52554E-06,3.49565E-06,1.89027E-06,2.99503E-06,1.54321E-06,2.46874E-06,2.35158E-06,0.66617169,0.42938408
Atn1;Grcc10,0.000230775,0.000214065,0.000227597,0.000234716,0.000236074,0.000224531,0.000236023,0.000262005,0.000266471,2.36989E-05,9.67352E-06,8.60801E-06,8.14315E-06,8.25921E-06,9.14822E-06,1.07743E-05,2.12476E-05,2.9248E-05,0.25054877,0.27116615
Atoh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atoh8;okadin type I,5.52641E-05,5.63005E-05,5.69985E-05,5.05733E-05,4.69621E-05,3.90444E-05,3.32524E-05,3.62274E-05,4.39368E-05,1.00929E-05,5.37006E-06,5.22927E-06,4.81553E-06,4.97561E-06,4.2743E-06,3.67136E-06,4.62475E-06,1.24138E-05,3.54445E-05,0.000304978
Atox1,0.000467767,0.000451471,0.000426677,0.000382989,0.00037663,0.000338207,0.000334534,0.000363408,0.000344874,3.85797E-05,1.65153E-05,1.29347E-05,1.05321E-05,1.19048E-05,1.27066E-05,1.19655E-05,1.83436E-05,2.00343E-05,6.40492E-09,1.06528E-07
Atp10a,1.98442E-17,3.98489E-13,7.53277E-11,6.55896E-09,3.54271E-08,2.65812E-07,3.61749E-07,3.2351E-07,2.97156E-07,1.82035E-17,3.8908E-13,7.26751E-11,6.04481E-09,3.09742E-08,2.1144E-07,2.70296E-07,2.32796E-07,2.09565E-07,0.53472436,0.38646277
Atp10b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp10d,1.7256E-06,6.04837E-07,5.09477E-07,5.23595E-07,1.01687E-06,8.61414E-07,9.92367E-07,1.73752E-06,1.82588E-06,1.5494E-06,4.25761E-07,3.04165E-07,2.2535E-07,5.56334E-07,5.09464E-07,4.29452E-07,8.67957E-07,9.35087E-07,0.6288912,0.417532
Atp11a,4.81442E-07,2.01423E-06,2.4724E-06,2.66346E-06,2.22374E-06,1.80966E-06,2.18011E-06,2.50066E-06,2.3043E-06,2.63475E-07,6.74833E-07,1.08533E-06,1.20162E-06,8.04015E-07,6.1834E-07,8.22997E-07,9.60135E-07,9.87549E-07,0.97112541,0.46342855
Atp11b,8.65167E-06,5.76929E-06,7.65086E-06,9.42746E-06,9.39805E-06,1.47596E-05,1.17859E-05,8.59207E-06,8.23351E-06,3.80566E-06,1.22755E-06,1.38435E-06,1.54968E-06,1.84527E-06,4.15346E-06,2.43833E-06,1.87324E-06,1.75107E-06,0.095139427,0.15848254
Atp11c,1.3788E-05,1.19365E-05,1.09015E-05,1.22562E-05,1.42488E-05,1.42672E-05,9.49677E-06,6.5157E-06,5.88864E-06,7.04695E-06,3.74496E-06,1.59148E-06,1.69286E-06,2.4875E-06,3.38235E-06,1.58979E-06,1.19942E-06,1.17272E-06,0.43420893,0.35402045
Atp12a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp13a1,4.14035E-05,4.84939E-05,0.000045242,4.51669E-05,4.51211E-05,4.95591E-05,4.32349E-05,4.35267E-05,4.21286E-05,1.09926E-05,5.37022E-06,3.9762E-06,3.74268E-06,3.15237E-06,4.64932E-06,3.64799E-06,4.54543E-06,4.34674E-06,0.72851352,0.44389963
Atp13a2,3.46718E-05,1.30949E-05,1.31935E-05,1.17444E-05,1.17015E-05,1.54944E-05,1.36836E-05,1.06546E-05,1.09478E-05,1.23278E-05,2.85001E-06,2.42077E-06,2.12676E-06,2.30637E-06,3.49538E-06,2.93159E-06,2.60349E-06,2.63883E-06,0.015825007,0.047832882
Atp13a3,3.97901E-05,4.31834E-05,3.9424E-05,4.01806E-05,4.11396E-05,4.34108E-05,4.4649E-05,3.77007E-05,3.90237E-05,8.18878E-06,5.71189E-06,3.96919E-06,3.35447E-06,3.48814E-06,4.57866E-06,4.56266E-06,3.89292E-06,4.58642E-06,0.91928678,0.45601972
Atp13a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp13a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp1a1,0.000118434,0.000114546,0.00012189,0.000136064,0.000155356,0.000174358,0.000138544,0.00013905,0.000140637,2.21936E-05,9.57465E-06,6.70624E-06,7.72133E-06,8.43449E-06,2.24427E-05,8.39309E-06,8.78478E-06,1.08825E-05,0.002299211,0.011240494
Atp1a2,4.25876E-10,4.78217E-08,2.26026E-07,2.90256E-07,1.11466E-07,4.62953E-12,1.5819E-20,4.10464E-21,3.81135E-23,4.31989E-10,3.97089E-08,1.63397E-07,2.15731E-07,9.99007E-08,4.66636E-12,1.60358E-20,4.16804E-21,3.87438E-23,0.79432655,0.44788739
Atp1a3,4.60994E-17,4.26984E-13,2.23018E-10,7.55375E-09,3.32931E-08,9.68529E-08,8.65141E-08,5.07377E-08,0,4.72639E-17,4.245E-13,2.21261E-10,7.51925E-09,3.30785E-08,9.64398E-08,8.62008E-08,5.06492E-08,0,0.89869476,0.45191541
Atp1a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp1b1,1.32233E-05,1.33486E-05,1.41071E-05,1.95985E-05,2.49707E-05,2.31245E-05,2.1268E-05,2.52272E-05,2.63013E-05,3.89154E-06,2.34917E-06,1.73732E-06,2.20849E-06,3.0039E-06,3.48301E-06,2.41551E-06,3.39168E-06,3.63399E-06,0.044228301,0.097812754
Atp1b2,2.51531E-08,3.69436E-07,3.00947E-07,3.27527E-07,6.8884E-07,6.96361E-07,5.84615E-07,3.101E-07,2.83275E-07,2.63703E-08,3.75717E-07,3.02159E-07,1.54701E-07,3.66674E-07,6.44858E-07,5.83267E-07,3.106E-07,2.84513E-07,0.59169371,0.40417194
Atp1b3,2.98315E-05,3.30483E-05,3.4336E-05,3.52645E-05,2.81662E-05,3.53668E-05,3.44391E-05,3.36412E-05,3.64012E-05,9.42375E-06,4.3491E-06,3.00641E-06,4.06522E-06,2.59274E-06,5.18094E-06,3.46595E-06,4.35363E-06,4.92174E-06,0.12601203,0.18279478
Atp1b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp2a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp2a2,6.94983E-05,6.18132E-05,6.57961E-05,8.09302E-05,7.96292E-05,8.93147E-05,8.4862E-05,8.42804E-05,8.95792E-05,1.52085E-05,4.99493E-06,4.19331E-06,5.1275E-06,4.93127E-06,6.62981E-06,5.42403E-06,7.60163E-06,1.02713E-05,0.22801226,0.25814509
Atp2a3,8.46589E-08,1.04947E-06,8.75524E-07,3.71727E-07,4.10386E-07,3.18036E-07,1.99988E-07,4.26129E-08,2.84361E-08,6.27361E-08,8.33484E-07,6.74855E-07,2.31782E-07,3.09471E-07,3.00251E-07,1.89327E-07,4.05624E-08,2.70271E-08,0.78112019,0.44788739
Atp2b1,5.1733E-05,4.75535E-05,4.24109E-05,4.38173E-05,4.54888E-05,4.36229E-05,4.63559E-05,4.04984E-05,3.54881E-05,1.60477E-05,6.01485E-06,3.54282E-06,3.59151E-06,3.71825E-06,4.37089E-06,4.15875E-06,4.58928E-06,4.29541E-06,0.01627441,0.04887079
Atp2b2;PMCA2,1.24899E-07,9.63495E-07,1.24439E-06,1.81757E-06,2.88453E-06,6.59222E-06,4.14273E-06,2.5634E-06,1.53677E-06,1.22619E-07,5.29682E-07,6.32313E-07,5.687E-07,9.1931E-07,2.72293E-06,1.20427E-06,8.26723E-07,5.61898E-07,0.15306347,0.20642872
Atp2b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp2b4,3.77145E-08,3.5266E-07,4.7656E-07,2.24573E-07,1.7622E-07,2.73047E-07,1.59865E-07,4.5502E-08,3.26328E-10,4.0629E-08,3.64919E-07,4.94091E-07,2.02237E-07,1.25569E-07,2.53664E-07,1.58936E-07,4.55061E-08,3.27237E-10,0.73497071,0.4443065
Atp2c1;AK032255,2.06639E-05,7.3381E-06,7.00798E-06,6.13271E-06,5.46598E-06,5.25526E-06,6.09961E-06,6.76044E-06,6.28116E-06,1.23526E-05,1.68358E-06,1.2343E-06,1.07356E-06,9.97808E-07,1.0907E-06,1.21991E-06,1.51601E-06,1.59111E-06,0.79352642,0.44788739
Atp2c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp4a,1.58129E-16,2.20066E-13,9.14894E-11,5.55903E-09,3.23011E-08,2.74058E-07,6.88233E-07,3.05172E-07,2.30025E-07,1.57097E-16,1.65163E-13,8.67953E-11,4.46615E-09,2.41912E-08,1.67388E-07,5.22544E-07,2.10358E-07,1.65939E-07,0.22952652,0.25881511
Atp4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp5a1,0.000562046,0.000658814,0.00066482,0.000725776,0.00078202,0.000830662,0.00088558,0.00089669,0.000905544,4.48319E-05,2.18029E-05,1.60278E-05,1.48062E-05,1.55678E-05,1.89778E-05,2.03011E-05,2.65997E-05,2.88996E-05,3.30898E-17,9.63584E-16
Atp5b,0.001609866,0.001817601,0.00186076,0.00189189,0.001956425,0.001939984,0.001944897,0.001975364,0.002003423,0.000100979,3.30836E-05,2.86937E-05,3.01422E-05,2.98501E-05,3.86403E-05,3.066E-05,3.50781E-05,4.10543E-05,0.000756171,0.004444248
Atp5c1,0.000297484,0.000385263,0.000410766,0.000445015,0.000472618,0.000478671,0.000491462,0.000468883,0.000470621,2.89057E-05,1.43738E-05,1.07532E-05,1.18715E-05,1.27927E-05,1.3782E-05,1.32449E-05,1.61373E-05,2.03188E-05,4.95393E-08,7.28225E-07
Atp5d,0.000969729,0.000907947,0.000878199,0.000883839,0.000912631,0.000867353,0.00087547,0.000904912,0.000893315,8.72014E-05,2.70786E-05,1.87859E-05,1.74878E-05,1.70979E-05,2.30555E-05,1.92242E-05,2.74711E-05,2.93027E-05,0.51255973,0.38091629
Atp5e,0.000674751,0.000744312,0.00074997,0.000764051,0.000796017,0.000745469,0.000741848,0.000757168,0.00074469,6.25286E-05,3.41228E-05,2.37147E-05,1.95421E-05,2.07275E-05,2.21689E-05,2.29853E-05,3.17095E-05,3.86256E-05,0.056269655,0.11520427
Atp5f1,0.000261201,0.000242666,0.000246365,0.000284591,0.000305916,0.000325316,0.000335881,0.000324324,0.000316755,2.60003E-05,1.25662E-05,9.53733E-06,9.78749E-06,1.00848E-05,1.16902E-05,1.15801E-05,1.40975E-05,1.67843E-05,1.91088E-05,0.000173438
Atp5g1,0.000135988,0.000187133,0.00020389,0.000242724,0.000275846,0.000254521,0.000267153,0.000307901,0.000346268,1.49781E-05,1.07702E-05,8.52758E-06,8.15498E-06,1.07119E-05,1.00951E-05,1.02912E-05,1.57266E-05,3.64167E-05,3.03145E-12,6.49926E-11
Atp5g2,2.35246E-06,2.99645E-06,1.13535E-06,3.27061E-07,2.26019E-07,7.06976E-07,9.94464E-07,8.89999E-07,1.16343E-06,1.63202E-06,1.68539E-06,4.55644E-07,1.26488E-07,1.29507E-07,2.63606E-07,3.86635E-07,3.80231E-07,5.79753E-07,0.001454908,0.007645707
Atp5g3,0.000972038,0.001091927,0.001072117,0.001146085,0.001199703,0.001220302,0.001213145,0.001218394,0.001222362,0.000138632,6.81877E-05,4.40462E-05,4.15543E-05,4.70291E-05,6.36337E-05,3.61806E-05,4.11366E-05,4.06554E-05,1.84656E-06,2.13938E-05
Atp5h,0.000639136,0.000672125,0.000693456,0.00068433,0.000716746,0.000697881,0.000724788,0.000756632,0.000764969,5.14207E-05,2.22359E-05,1.53915E-05,1.53201E-05,1.64244E-05,1.95169E-05,1.80524E-05,2.2991E-05,2.42897E-05,0.007754501,0.028611758
Atp5j,0.000370914,0.000405098,0.000404495,0.000408187,0.000414797,0.000426828,0.00045966,0.000457625,0.000455086,3.05239E-05,1.45735E-05,1.20569E-05,1.10832E-05,1.17291E-05,1.53228E-05,1.70728E-05,1.84127E-05,2.3917E-05,0.09305622,0.15630345
Atp5j2;AK164124,0.000670013,0.000864993,0.000888218,0.000872047,0.000878601,0.000855761,0.00089609,0.000891126,0.000862619,5.59563E-05,2.58854E-05,2.06768E-05,1.91061E-05,1.97146E-05,2.25525E-05,2.18821E-05,2.3982E-05,3.16685E-05,0.001719921,0.008797237
Atp5k,0.000648263,0.000687092,0.000703324,0.000711378,0.000749671,0.000803543,0.000840573,0.00082778,0.000805262,5.18793E-05,2.51712E-05,1.86067E-05,1.85076E-05,1.82088E-05,2.2208E-05,2.35726E-05,2.88722E-05,3.35571E-05,0.000300622,0.001987701
Atp5l,1.20615E-05,1.33316E-05,1.12559E-05,9.20523E-06,8.65523E-06,7.41608E-06,7.16817E-06,7.56795E-06,7.19732E-06,5.6009E-06,3.37172E-06,1.99454E-06,1.09803E-06,1.26249E-06,1.41967E-06,1.31525E-06,1.48532E-06,1.64255E-06,0.30838703,0.30336933
Atp5o,0.000321332,0.000328351,0.000338821,0.00035986,0.000396646,0.000403872,0.000423492,0.000420813,0.000419253,3.49916E-05,1.42217E-05,1.08197E-05,9.84646E-06,1.11806E-05,1.33282E-05,1.26534E-05,1.44662E-05,1.88635E-05,3.9103E-06,4.30619E-05
Atp5s,6.39584E-06,4.24959E-06,3.43211E-06,2.78802E-06,2.92593E-06,4.65081E-06,4.5943E-06,3.21719E-06,4.52714E-06,3.14443E-06,1.21289E-06,7.95185E-07,5.43581E-07,6.69718E-07,1.37089E-06,1.06667E-06,7.91945E-07,1.45864E-06,0.71540412,0.44214301
Atp5sl,7.84945E-05,5.22061E-05,4.95053E-05,4.43979E-05,4.38062E-05,4.31866E-05,4.14204E-05,4.63569E-05,4.24834E-05,2.95447E-05,5.28815E-06,3.75097E-06,3.387E-06,3.53795E-06,3.71092E-06,3.3184E-06,4.89041E-06,4.44393E-06,0.18429663,0.22950942
Atp6ap1,3.53958E-05,3.67138E-05,3.68096E-05,3.37587E-05,3.31772E-05,3.81318E-05,3.81964E-05,4.03444E-05,3.67801E-05,7.23704E-06,3.55452E-06,3.45319E-06,2.96749E-06,2.97544E-06,4.05518E-06,3.72587E-06,5.96924E-06,6.20509E-06,0.87627146,0.45191541
Atp6ap1l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp6ap2,5.77828E-06,5.23608E-06,5.44306E-06,6.7574E-06,7.34026E-06,9.7573E-06,6.67143E-06,6.32707E-06,1.074E-05,2.3625E-06,1.27494E-06,9.99166E-07,1.09843E-06,1.23939E-06,2.5386E-06,1.09829E-06,1.33203E-06,5.10602E-06,0.62433948,0.41639495
Atp6c2;Atp6v1c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp6v0a1,3.22282E-05,2.98608E-05,3.09137E-05,2.85241E-05,2.92497E-05,2.47337E-05,2.19436E-05,2.22519E-05,2.26714E-05,1.07074E-05,3.5495E-06,3.04146E-06,2.3764E-06,2.96921E-06,3.40787E-06,2.68191E-06,5.03114E-06,6.07035E-06,0.00024368,0.001666785
Atp6v0a2,1.18522E-06,2.6393E-06,2.25874E-06,2.53329E-06,3.44041E-06,2.83945E-06,2.63525E-06,2.07904E-06,1.31204E-06,8.93713E-07,1.12346E-06,6.81517E-07,5.73573E-07,1.04047E-06,9.34682E-07,8.62434E-07,7.5078E-07,5.14532E-07,0.8201818,0.44788739
Atp6v0a4;D630045J12Rik;mKIAA1549,5.30276E-08,8.96075E-07,1.41349E-06,1.49407E-06,8.1974E-07,1.89239E-06,1.6154E-06,1.07993E-06,1.49522E-06,3.54304E-08,4.04458E-07,4.89412E-07,5.81844E-07,4.20599E-07,1.67081E-06,1.1916E-06,6.59845E-07,1.03584E-06,0.18729854,0.23147913
Atp6v0b,0.000109521,9.39278E-05,9.83815E-05,9.47933E-05,9.95945E-05,9.71126E-05,9.30636E-05,9.67401E-05,8.59787E-05,1.70031E-05,6.39327E-06,5.80911E-06,5.05705E-06,5.43549E-06,7.01258E-06,5.38183E-06,7.32687E-06,6.50701E-06,0.54886751,0.39147425
Atp6v0c,3.90809E-05,4.72034E-05,4.47396E-05,4.52762E-05,4.97986E-05,4.57295E-05,4.47075E-05,4.44447E-05,4.94308E-05,7.22861E-06,5.00693E-06,3.31998E-06,3.36656E-06,4.19542E-06,5.06593E-06,4.20824E-06,5.18709E-06,6.93914E-06,0.01222914,0.03991809
Atp6v0d1,0.000127571,0.000124164,0.000115016,9.79951E-05,8.61548E-05,8.06301E-05,8.80252E-05,8.75709E-05,8.11399E-05,1.65864E-05,7.96784E-06,5.30958E-06,4.82329E-06,4.2362E-06,4.81959E-06,6.08108E-06,7.4398E-06,7.04784E-06,4.37447E-05,0.000369015
Atp6v0d2,2.12312E-07,1.14323E-06,8.56301E-07,2.76933E-07,3.34349E-08,3.02262E-10,3.87782E-14,0,0,1.79611E-07,6.0572E-07,3.88802E-07,1.48472E-07,2.10206E-08,2.12525E-10,3.83063E-14,0,0,0.33855301,0.31833606
Atp6v0e,0.000103045,9.02061E-05,8.78525E-05,8.34293E-05,8.17277E-05,7.95504E-05,7.54167E-05,6.66172E-05,6.61769E-05,1.3651E-05,5.92799E-06,4.72238E-06,5.15409E-06,4.42316E-06,5.22066E-06,4.81527E-06,4.9163E-06,5.16377E-06,0.025360332,0.066608597
Atp6v0e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp6v1a;BC050135,5.90964E-05,4.95858E-05,4.95606E-05,4.56144E-05,4.58513E-05,4.5552E-05,4.774E-05,4.14902E-05,4.31275E-05,1.16336E-05,4.42917E-06,3.75028E-06,3.29087E-06,3.53638E-06,3.85795E-06,4.18947E-06,4.57729E-06,4.67446E-06,0.35245634,0.32525637
Atp6v1b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp6v1b2,4.48171E-08,8.4877E-07,1.00852E-06,1.47042E-06,1.8744E-06,1.95911E-06,1.13089E-06,2.12824E-06,6.45908E-07,2.98469E-08,4.46791E-07,4.52079E-07,5.8316E-07,9.59171E-07,1.37232E-06,9.0438E-07,1.78841E-06,3.67379E-07,0.14548026,0.19992012
Atp6v1c1,3.78566E-05,3.30496E-05,3.43037E-05,3.24969E-05,2.94452E-05,3.33592E-05,3.20258E-05,2.99825E-05,2.78584E-05,8.33854E-06,3.1886E-06,2.91043E-06,3.58965E-06,2.73878E-06,3.93282E-06,3.24135E-06,3.70967E-06,3.31464E-06,0.1404188,0.19578094
Atp6v1d,4.88847E-05,7.86607E-05,5.7417E-05,5.76912E-05,5.23636E-05,5.18792E-05,5.04218E-05,4.52283E-05,6.56155E-05,1.07698E-05,2.1638E-05,3.99789E-06,4.91021E-06,3.31509E-06,3.98034E-06,4.29767E-06,4.85937E-06,2.39176E-05,0.1127251,0.17160513
Atp6v1e1,0.000150489,0.000156158,0.000154486,0.000153361,0.000158289,0.000145863,0.000140289,0.0001336,0.000129359,1.96083E-05,1.01808E-05,8.91357E-06,6.61197E-06,6.95235E-06,7.38681E-06,6.8163E-06,7.67083E-06,9.08302E-06,0.002125769,0.010520079
Atp6v1e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp6v1f,0.000168351,0.00016064,0.000152193,0.000147267,0.000142754,0.000141564,0.000134905,0.000134056,0.000134786,2.05734E-05,9.47092E-06,6.82072E-06,7.09731E-06,6.39371E-06,7.34477E-06,6.54846E-06,8.49958E-06,9.97031E-06,0.1416801,0.19662396
Atp6v1g1,6.51992E-05,7.4009E-05,7.17275E-05,6.67489E-05,6.39741E-05,5.59608E-05,5.67555E-05,5.989E-05,6.06131E-05,1.09751E-05,6.33588E-06,5.18714E-06,4.31663E-06,4.32518E-06,4.1076E-06,3.75048E-06,4.95358E-06,5.24582E-06,0.11686418,0.17475074
Atp6v1g2;BC025190,1.72689E-06,1.55678E-08,1.45968E-07,4.55019E-07,6.05192E-07,6.05892E-07,8.00921E-07,6.26384E-07,4.22118E-07,1.73408E-06,1.34634E-08,1.11292E-07,2.64218E-07,3.90949E-07,3.41541E-07,4.10226E-07,3.25682E-07,2.11024E-07,0.31007489,0.30419582
Atp6v1g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp6v1h,6.80167E-05,5.42129E-05,4.98813E-05,4.32735E-05,3.96688E-05,3.67953E-05,3.6316E-05,3.89913E-05,3.93746E-05,1.69832E-05,4.62188E-06,3.45036E-06,3.39251E-06,3.95E-06,3.48174E-06,3.13926E-06,5.10523E-06,7.49049E-06,0.000659507,0.003926186
Atp7a,2.88951E-06,2.06803E-06,1.3817E-06,9.97573E-07,5.29338E-07,5.23131E-07,2.36355E-07,1.23705E-07,1.99558E-07,2.16851E-06,9.66175E-07,4.36897E-07,3.17288E-07,2.0866E-07,2.85937E-07,1.52141E-07,8.71258E-08,1.48875E-07,0.41953502,0.34778853
Atp7b,1.05492E-07,1.33874E-06,1.76756E-06,1.71926E-06,2.03728E-06,3.99558E-06,2.71159E-06,1.9343E-06,1.72201E-06,8.40767E-08,7.51209E-07,7.25763E-07,5.93262E-07,1.04498E-06,2.06993E-06,1.32661E-06,1.60143E-06,1.19951E-06,0.47595901,0.37258829
Atp8a1,2.93468E-09,2.18519E-07,8.99406E-07,9.4333E-07,1.32048E-06,3.54087E-06,4.38203E-06,3.09849E-06,3.60143E-06,3.18365E-09,1.59646E-07,6.7358E-07,4.5499E-07,5.42191E-07,1.64641E-06,2.48681E-06,2.04161E-06,2.47447E-06,0.82119605,0.44788739
Atp8a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp8b1,2.42141E-05,1.05665E-05,1.20168E-05,1.13059E-05,1.17349E-05,1.07203E-05,1.29096E-05,1.26425E-05,1.10821E-05,8.98139E-06,2.53933E-06,3.04484E-06,1.49557E-06,1.46764E-06,1.79355E-06,2.23818E-06,2.20144E-06,1.96807E-06,0.16897481,0.21912501
Atp8b2,1.2751E-07,5.8951E-07,1.19986E-07,1.14422E-09,6.30846E-11,3.94194E-23,1.889E-25,0,0,1.33574E-07,5.98696E-07,1.23122E-07,1.17738E-09,6.49047E-11,4.07057E-23,1.95238E-25,0,0,0.061141828,0.11945697
Atp8b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Atp8b4,5.73458E-08,9.11989E-07,6.46595E-07,1.58254E-07,2.10482E-07,1.38929E-07,2.51932E-07,6.43881E-07,6.67941E-07,5.36892E-08,5.99273E-07,3.8609E-07,8.29424E-08,1.38802E-07,7.06006E-08,1.74722E-07,4.8951E-07,5.24108E-07,0.94682788,0.45715957
Atp8b5,9.42457E-10,1.54402E-07,3.28091E-07,2.36033E-06,1.21214E-07,8.41566E-10,1.02256E-19,1.77757E-20,4.09665E-23,6.63151E-10,1.08792E-07,2.01076E-07,1.96053E-06,8.2612E-08,7.99051E-10,1.0082E-19,1.75625E-20,3.98988E-23,0.31669761,0.3074412
Atp9a,0.000101626,7.56822E-05,7.30486E-05,6.09014E-05,5.84222E-05,5.39863E-05,4.79958E-05,4.53658E-05,5.10793E-05,1.72881E-05,5.46956E-06,4.61782E-06,3.81109E-06,3.99096E-06,4.48351E-06,4.07354E-06,5.3239E-06,8.29973E-06,2.76845E-08,4.20366E-07
Atp9b;MMR,2.85297E-05,2.41624E-05,2.65706E-05,2.44818E-05,2.22071E-05,2.2127E-05,2.02918E-05,2.06911E-05,2.1232E-05,9.11406E-06,3.00992E-06,3.3853E-06,2.93594E-06,2.27922E-06,2.98784E-06,2.68413E-06,3.16182E-06,3.36134E-06,0.2743162,0.28513562
Atpaf1,1.14572E-15,6.92871E-12,3.93041E-10,7.61529E-09,1.76268E-08,1.04711E-07,2.91123E-07,3.56954E-07,3.13794E-07,1.19967E-15,7.0475E-12,3.99739E-10,7.70756E-09,1.71575E-08,7.79724E-08,2.44306E-07,3.29548E-07,3.16778E-07,0.53472436,0.38646277
Atpaf2,1.47456E-05,1.32985E-05,1.55276E-05,1.72328E-05,1.48131E-05,1.37461E-05,1.60927E-05,1.54153E-05,1.51618E-05,5.18486E-06,2.03468E-06,1.83086E-06,2.28232E-06,1.77154E-06,1.77265E-06,2.1212E-06,2.66763E-06,2.44936E-06,0.65869335,0.42748178
